Station N.,Date,Time,Magnet ID,B (mT),Zero (mT),Numero de Caja,B Absoluto (mT),Medicion Numero
1,2025-01-08,12:44:27,70,9.84,5.82,A4,,
1,2025-01-08,12:49:58,71,9.82,5.82,A5,,
1,2025-01-08,12:50:16,72,9.82,5.82,A5,,
1,2025-01-08,12:51:10,73,9.84,5.82,A5,,
1,2025-01-08,12:52:29,74,9.84,5.82,A5,,
1,2025-01-08,12:53:04,75,9.74,5.82,A5,,
1,2025-01-08,12:53:39,76,9.84,5.82,A5,,
1,2025-01-08,12:54:20,77,9.78,5.82,A5,,
1,2025-01-08,12:54:50,78,9.8,5.82,A5,,
1,2025-01-08,12:55:22,79,9.88,5.82,A5,,
1,2025-01-08,12:55:59,80,9.9,5.82,A5,,
1,2025-01-08,13:00:07,81,9.8,5.82,A6,,
1,2025-01-08,13:00:23,82,9.88,5.82,A6,,
1,2025-01-08,13:00:47,83,9.8,5.82,A6,,
1,2025-01-08,13:01:39,84,9.84,5.82,A6,,
1,2025-01-08,13:02:01,85,9.68,5.82,A6,,
1,2025-01-08,13:02:34,86,9.82,5.82,A6,,
1,2025-01-08,13:03:10,87,9.86,5.82,A6,,
1,2025-01-08,13:03:39,88,9.86,5.82,A6,,
1,2025-01-08,13:04:08,89,9.86,5.82,A6,,
1,2025-01-08,13:04:40,90,9.88,5.82,A6,,
1,2025-01-08,14:35:18,91,9.76,5.82,A7,,
1,2025-01-08,14:37:26,92,9.76,5.82,A7,,
1,2025-01-08,14:38:17,93,9.9,5.82,A7,,
1,2025-01-08,14:39:10,94,9.96,5.82,A7,,
1,2025-01-08,14:39:44,95,9.9,5.82,A7,,
1,2025-01-08,14:40:41,96,9.84,5.82,A7,,
1,2025-01-08,14:41:28,97,9.92,5.82,A7,,
1,2025-01-08,14:42:25,98,9.96,5.82,A7,,
1,2025-01-08,14:43:15,99,9.76,5.82,A7,,
1,2025-01-08,14:43:41,100,9.88,5.82,A7,,
1,2025-01-08,14:44:43,101,9.8,5.82,A8,,
1,2025-01-08,14:45:08,102,9.84,5.82,A8,,
1,2025-01-08,14:46:55,103,9.74,5.82,A8,,
1,2025-01-08,14:47:36,104,9.78,5.82,A8,,
1,2025-01-08,14:48:01,105,9.9,5.82,A8,,
1,2025-01-08,14:49:30,106,9.74,5.82,A8,,
1,2025-01-08,14:50:08,107,9.98,5.82,A8,,
1,2025-01-08,14:50:39,108,9.74,5.82,A8,,
1,2025-01-08,14:51:21,109,9.82,5.82,A8,,
1,2025-01-08,14:51:44,110,9.88,5.82,A8,,
1,2025-01-08,14:52:44,111,9.8,5.82,B1,,
1,2025-01-08,14:53:03,112,9.84,5.82,B1,,
1,2025-01-08,14:53:58,113,9.8,5.82,B1,,
1,2025-01-08,14:54:36,114,9.8,5.82,B1,,
1,2025-01-08,14:55:39,115,9.78,5.82,B1,,
1,2025-01-08,14:56:36,116,9.88,5.82,B1,,
1,2025-01-08,14:57:07,117,9.86,5.82,B1,,
1,2025-01-08,14:57:46,118,9.82,5.82,B1,,
1,2025-01-08,14:58:15,119,9.76,5.82,B1,,
1,2025-01-08,14:58:47,120,9.84,5.82,B1,,
1,2025-01-08,15:00:16,121,9.82,5.82,B2,,
1,2025-01-08,15:00:42,122,9.76,5.82,B2,,
1,2025-01-08,15:01:11,123,9.9,5.82,B2,,
1,2025-01-08,15:02:17,124,9.86,5.82,B2,,
1,2025-01-08,15:02:43,125,9.72,5.82,B2,,
1,2025-01-08,15:03:29,126,9.88,5.82,B2,,
1,2025-01-08,15:03:58,127,9.8,5.82,B2,,
1,2025-01-08,15:04:29,128,9.8,5.82,B2,,
1,2025-01-08,15:05:05,129,9.82,5.82,B2,,
1,2025-01-08,15:05:44,130,9.84,5.82,B2,,
1,2025-01-08,15:06:42,131,9.82,5.82,B3,,
1,2025-01-08,15:07:07,132,9.84,5.82,B3,,
1,2025-01-08,15:07:40,133,9.88,5.82,B3,,
1,2025-01-08,15:08:33,134,9.68,5.82,B3,,
1,2025-01-08,15:09:18,135,9.72,5.82,B3,,
1,2025-01-08,15:10:02,136,9.84,5.82,B3,,
1,2025-01-08,15:10:47,137,9.82,5.82,B3,,
1,2025-01-08,15:11:24,138,9.74,5.82,B3,,
1,2025-01-08,15:11:57,139,9.82,5.82,B3,,
1,2025-01-08,15:12:18,140,9.82,5.82,B3,,
1,2025-01-08,15:13:08,141,9.92,5.82,B4,,
1,2025-01-08,15:13:33,142,9.82,5.82,B4,,
1,2025-01-08,15:13:58,143,9.86,5.82,B4,,
1,2025-01-08,15:14:29,144,9.78,5.82,B4,,
1,2025-01-08,15:14:57,145,9.84,5.82,B4,,
1,2025-01-08,15:15:53,146,9.86,5.82,B4,,
1,2025-01-08,15:16:20,147,9.84,5.82,B4,,
1,2025-01-08,15:16:49,148,9.82,5.82,B4,,
1,2025-01-08,15:17:21,149,9.94,5.82,B4,,
1,2025-01-08,15:17:48,150,9.8,5.82,B4,,
1,2025-01-08,15:18:34,151,9.82,5.82,B5,,
1,2025-01-08,15:19:12,152,9.78,5.82,B5,,
1,2025-01-08,15:19:31,153,9.84,5.82,B5,,
1,2025-01-08,15:20:02,154,9.82,5.82,B5,,
1,2025-01-08,15:20:29,155,9.9,5.82,B5,,
1,2025-01-08,15:21:03,156,9.9,5.82,B5,,
1,2025-01-08,15:21:53,157,9.86,5.82,B5,,
1,2025-01-08,15:22:27,158,9.76,5.82,B5,,
1,2025-01-08,15:23:01,159,9.8,5.82,B5,,
1,2025-01-08,15:23:37,160,9.76,5.82,B5,,
1,2025-01-08,15:25:27,161,9.86,5.82,B6,,
1,2025-01-08,15:26:03,162,9.88,5.82,B6,,
1,2025-01-08,15:26:38,163,9.84,5.82,B6,,
1,2025-01-08,15:27:13,164,9.96,5.82,B6,,
1,2025-01-08,15:27:52,165,9.88,5.82,B6,,
1,2025-01-08,15:28:22,166,9.82,5.82,B6,,
1,2025-01-08,15:28:52,167,9.76,5.82,B6,,
1,2025-01-08,15:29:30,168,9.8,5.82,B6,,
1,2025-01-08,15:29:59,169,9.8,5.82,B6,,
1,2025-01-08,15:30:19,170,9.78,5.82,B6,,
1,2025-01-09,09:56:51,171,9.58,6.16,A1,,
1,2025-01-09,09:57:30,172,9.5,6.16,A1,,
1,2025-01-09,09:58:03,173,9.56,6.16,A1,,
1,2025-01-09,09:58:29,174,9.62,6.16,A1,,
1,2025-01-09,09:59:01,175,9.6,6.16,A1,,
1,2025-01-09,09:59:45,176,9.52,6.16,A1,,
1,2025-01-09,10:00:21,177,9.52,6.16,A1,,
1,2025-01-09,10:00:56,178,9.5,6.16,A1,,
1,2025-01-09,10:01:25,179,9.6,6.16,A1,,
1,2025-01-09,10:01:44,180,9.42,6.16,A1,,
1,2025-01-09,10:16:55,181,9.68,6.16,A1,,
1,2025-01-09,10:17:13,182,9.5,6.16,A1,,
1,2025-01-09,10:17:59,183,9.72,6.16,A1,,
1,2025-01-09,10:18:35,184,9.54,6.16,A1,,
1,2025-01-09,10:18:54,185,9.68,6.16,A1,,
1,2025-01-09,10:19:16,186,9.5,6.16,A1,,
1,2025-01-09,10:19:43,187,9.56,6.16,A1,,
1,2025-01-09,10:20:24,188,9.6,6.16,A1,,
1,2025-01-09,10:20:49,189,9.5,6.16,A1,,
1,2025-01-09,10:21:09,190,9.5,6.16,A1,,
1,2025-01-09,10:35:24,191,9.6,6.16,A2,,
1,2025-01-09,10:35:44,192,9.5,6.16,A2,,
1,2025-01-09,10:36:07,193,9.46,6.16,A2,,
1,2025-01-09,10:36:30,194,9.5,6.16,A2,,
1,2025-01-09,10:37:03,195,9.5,6.16,A2,,
1,2025-01-09,10:37:30,196,9.46,6.16,A2,,
1,2025-01-09,10:37:53,197,9.56,6.16,A2,,
1,2025-01-09,10:38:15,198,9.5,6.16,A2,,
1,2025-01-09,10:38:37,199,9.48,6.16,A2,,
1,2025-01-09,10:38:58,200,9.44,6.16,A2,,
1,2025-01-09,10:40:01,201,9.54,6.16,A2,,
1,2025-01-09,10:40:18,202,9.54,6.16,A2,,
1,2025-01-09,10:41:10,203,9.54,6.16,A2,,
1,2025-01-09,10:41:28,204,9.5,6.16,A2,,
1,2025-01-09,10:41:53,205,9.52,6.16,A2,,
1,2025-01-09,10:42:18,206,9.44,6.16,A2,,
1,2025-01-09,10:42:50,207,9.6,6.16,A2,,
1,2025-01-09,10:43:20,208,9.46,6.16,A2,,
1,2025-01-09,10:43:47,209,9.46,6.16,A2,,
1,2025-01-09,10:44:10,210,9.48,6.16,A2,,
1,2025-01-09,11:01:09,211,9.6,6.16,A3,,
1,2025-01-09,11:01:24,212,9.56,6.16,A3,,
1,2025-01-09,11:01:53,213,9.56,6.16,A3,,
1,2025-01-09,11:02:16,214,9.48,6.16,A3,,
1,2025-01-09,11:03:25,215,9.42,6.16,A3,,
1,2025-01-09,11:03:54,216,9.5,6.16,A3,,
1,2025-01-09,11:04:24,217,9.54,6.16,A3,,
1,2025-01-09,11:04:47,218,9.52,6.16,A3,,
1,2025-01-09,11:06:10,219,9.58,6.16,A3,,
1,2025-01-09,11:06:34,220,9.58,6.16,A3,,
1,2025-01-09,11:08:30,221,9.48,6.16,A3,,
1,2025-01-09,11:08:59,222,9.48,6.16,A3,,
1,2025-01-09,11:09:42,223,9.52,6.16,A3,,
1,2025-01-09,11:10:24,224,9.52,6.16,A3,,
1,2025-01-09,11:10:47,225,9.56,6.16,A3,,
1,2025-01-09,11:11:05,226,9.5,6.16,A3,,
1,2025-01-09,11:11:31,227,9.56,6.16,A3,,
1,2025-01-09,11:11:55,228,9.56,6.16,A3,,
1,2025-01-09,11:12:20,229,9.4,6.16,A3,,
1,2025-01-09,11:12:45,230,9.56,6.16,A3,,
1,2025-01-09,11:26:14,231,9.44,6.16,A4,,
1,2025-01-09,11:26:27,232,9.54,6.16,A4,,
1,2025-01-09,11:26:46,233,9.46,6.16,A4,,
1,2025-01-09,11:27:21,234,9.42,6.16,A4,,
1,2025-01-09,11:27:48,235,9.54,6.16,A4,,
1,2025-01-09,11:28:15,236,9.58,6.16,A4,,
1,2025-01-09,11:28:44,237,9.58,6.16,A4,,
